price,first_name,last_name,above_100
26.045257464740853,Jason,Armstrong,
88.47561283959318,Jeff,Armstrong,
247.83952552279044,Sean,Shields,247.83952552279044
104.7423079789625,Jessica,Allison,104.7423079789625
99.11707916707049,Christian,Grant,
180.35355894236386,Edward,Watson,180.35355894236386
142.09011596094248,Derrick,Cooke,142.09011596094248
235.96697489958774,Arthur Hall,MD,235.96697489958774
139.45079943481065,Sean,Patrick,139.45079943481065
127.39257340710478,Heather,Collins,127.39257340710478
107.86244506859772,Megan,Gomez,107.86244506859772
114.67092535958612,William,Hale,114.67092535958612
8.608441013604939,Olivia,Thompson,
18.858274333009923,Lori,Torres,
214.93218067750684,Vickie,Hernandez,214.93218067750684
40.31993270151361,Kimberly,Brown,
182.8545498809053,Sherry,Meza,182.8545498809053
44.116117044254466,Phillip,Hansen,
28.686943288269372,Jeanette,Knight,
27.63036397054156,Kayla,Hanson,
284.42905543555884,James,Johnston,284.42905543555884
53.72799273817649,Dr. John,Porter,
93.6807568419092,Elizabeth,Reyes,
77.0062435699163,Kristen,Henry,
160.34015926115842,Claudia,Anderson,160.34015926115842
18.71038619331413,Nicholas,Webb,
206.04210681966842,Allison,Cooper,206.04210681966842
280.7741314675942,Zachary,Barnes,280.7741314675942
265.97658083058303,Gregory Hill,III,265.97658083058303
16.511638988306093,Terry,Ayers,
290.4095460874849,Jessica,Wilson,290.4095460874849
190.32919165960308,Daniel,Frazier,190.32919165960308
218.250508277542,Brian,Welch,218.250508277542
123.18344273633505,Carol,Chavez,123.18344273633505
214.35031737281642,Ethan,Mcdonald,214.35031737281642
57.547863563924366,Gerald,Martinez,
59.879264225985686,Eric,King,
110.94631320914492,Sylvia,Walters,110.94631320914492
64.46710142329968,Jonathan,Lane,
180.2628702175462,Matthew,Turner,180.2628702175462
30.51584180732109,Jeffrey,Bauer,
54.90193650996717,Jessica,Shaffer,
251.37528306509915,Chris,Spencer,251.37528306509915
236.0529878684694,Mary,Clarke,236.0529878684694
105.98348156256873,Timothy,Mendoza,105.98348156256873
182.3436990317387,Alicia,Hoffman,182.3436990317387
144.809134447454,Joseph,Gardner,144.809134447454
297.94964055273493,Rachael,Rangel,297.94964055273493
194.27163383508275,Jeffrey,Harrington,194.27163383508275
158.54312598904266,Sophia,Randolph,158.54312598904266
275.87191674948485,Debbie,Freeman,275.87191674948485
201.77496567973785,Matthew,Braun,201.77496567973785
268.3748401506698,Sheri,Hudson,268.3748401506698
204.07857538584167,Mary,King,204.07857538584167
155.06806482630742,Beth,Davis,155.06806482630742
193.90632444973315,Margaret,Castillo,193.90632444973315
172.28304096219406,Tommy,Sandoval,172.28304096219406
46.554352989801856,Christopher,Hines,
208.35969686386207,Richard,Wright,208.35969686386207
278.52308864414647,Michael,Brown,278.52308864414647
134.18950975303386,Nathan,Yu,134.18950975303386
248.89213816817463,Cameron,Ford,248.89213816817463
265.3745758879461,Carla,Hayes,265.3745758879461
136.09257765126094,Marissa,Matthews,136.09257765126094
237.1592416495993,Dr. Samuel,Thompson,237.1592416495993
168.94476842778406,Gary,Figueroa,168.94476842778406
146.88868490813215,Michael,West,146.88868490813215
140.34005756647483,Martin,Walton,140.34005756647483
8.667301583326669,Zachary,Lee,
67.01185632582161,Christopher,Stephenson,
117.72424575203449,Eric,Ortiz,117.72424575203449
56.23964364259615,Kara,Pittman,
295.93918116436095,Andrew,Cowan,295.93918116436095
259.0397505024356,Rhonda Moss,DDS,259.0397505024356
92.82627713649636,Sarah,Williams,
236.24728881254813,Carolyn,Collins,236.24728881254813
135.27017938989422,Larry,Mooney,135.27017938989422
294.25806990582436,Laura,Livingston,294.25806990582436
84.58145758338813,Candace,Mckenzie,
124.7464542613423,Candace,Wallace,124.7464542613423
218.43180413366082,Jason,White,218.43180413366082
89.01176825909228,Patricia,Reynolds,
244.47171060446053,Michael,Ellison,244.47171060446053
238.45609669548043,Melissa,Robles,238.45609669548043
109.62647170853651,Heidi,Fry,109.62647170853651
163.95738564855034,James,Smith,163.95738564855034
48.45811846912089,Charles,Ruiz,
9.144974190597543,Stephanie Green,DDS,
106.61920386744845,Stacey,Garcia,106.61920386744845
206.36350632142344,Glenda,Burke,206.36350632142344
104.0523689923793,Zachary,Alvarez,104.0523689923793
2.448211505515752,Rachel,Shaw,
269.62368497596617,Carmen,Beard,269.62368497596617
186.9035774579524,Tony,Daniels,186.9035774579524
70.74105982483371,Randy,Mora,
128.9497508227403,George,Aguirre,128.9497508227403
297.04056394395474,James,Miller,297.04056394395474
17.306221558812595,Jacqueline,Williams,
121.28989032735632,April,Taylor,121.28989032735632
131.62377790455037,Robert,Johnson,131.62377790455037
280.97065059718244,Gary,White,280.97065059718244
192.7758756466007,Kim,Lowe,192.7758756466007
136.34155637165566,Samantha,Jones,136.34155637165566
16.301049650545718,Randy,Lozano,
6.903795237740217,Arthur,Chavez,
162.60669447005415,Melissa,Miller,162.60669447005415
282.50210661508714,Leslie,Mccormick,282.50210661508714
63.2180240393211,Carlos,Rubio,
86.53219265932694,David,York,
7.6386454053409825,Gabriella,Anthony,
117.85417195127266,Olivia,Poole,117.85417195127266
74.67047227866091,Wayne,Wilson,
267.3988136432793,Elizabeth,Moore,267.3988136432793
33.45339810287007,Janice,Campbell,
63.64156781774781,Julie,Johnson,
189.03920909845044,Misty,Cantrell,189.03920909845044
109.01383568593417,Robert,Soto,109.01383568593417
60.84957659066811,Brenda,Cowan,
259.5112156610179,Kelly,Guerrero,259.5112156610179
19.4852485825076,David,Nichols,
186.23562833792442,Kayla,Taylor,186.23562833792442
125.47721261358778,Antonio,Garcia,125.47721261358778
186.58982946523628,Tyler,Cisneros,186.58982946523628
158.81727732036828,Jillian,Crawford,158.81727732036828
132.7746811247699,Karl,Pierce,132.7746811247699
276.9621962173069,Joann,Taylor,276.9621962173069
59.128582081586295,Jennifer,Jenkins,
78.87073418065538,Nancy,Brown,
120.84287574591565,Emma,Munoz,120.84287574591565
141.02986218926173,Shawn,Galloway,141.02986218926173
213.08212039609552,Melissa,Mcguire,213.08212039609552
125.39615596333384,Bryan,Chavez,125.39615596333384
256.1537305026925,Fernando,Salazar,256.1537305026925
251.34779847880935,Megan,Moore,251.34779847880935
175.20972501819077,Robert,Williams,175.20972501819077
29.450432640090238,Dennis,Sanford,
154.8076505334469,Kimberly,Herrera,154.8076505334469
289.10493534380265,Gloria,Potts,289.10493534380265
8.470995351489764,Suzanne,Barnett,
44.557973904375906,Leah,Myers,
13.453416021299347,Kylie,Thomas,
50.55321552469607,Amanda,Murphy,
282.3634970875721,Christopher,Matthews,282.3634970875721
52.283997665936184,Nicole,Parks,
205.4899694679927,Bobby,Martin,205.4899694679927
121.17110156585184,Kevin,Chambers,121.17110156585184
250.28807417853676,Kimberly,Lawson,250.28807417853676
101.88811233293558,Rachel,Lopez,101.88811233293558
219.38450883405247,Christopher,Clay,219.38450883405247
0.30019335994085905,Daniel,Martin,
66.55747013586088,William,Taylor,
111.29328197700804,Steven,Johnson,111.29328197700804
80.5775678926165,Daniel,Miller,
187.63154082557503,Taylor,Bryant,187.63154082557503
194.79263119102959,Lauren,Jones,194.79263119102959
22.737646859159213,Lindsey,Robertson,
168.33349750521316,Allison,Thomas,168.33349750521316
216.1870445736053,Vernon,Bishop,216.1870445736053
132.91852598876127,Susan,Parsons,132.91852598876127
210.39608628043945,Brady,Snyder,210.39608628043945
174.69835667191742,Brent,Mcgrath,174.69835667191742
278.6080180649334,Peter,Smith,278.6080180649334
248.12282335223,Deborah,Fox,248.12282335223
147.42740743180875,Heather,Collins,147.42740743180875
102.79774717187095,Phillip,Meyers,102.79774717187095
275.40083640481305,Nicholas,Hubbard,275.40083640481305
62.31681444320775,Misty,Ramirez,
85.87388958460392,Scott,Johnson,
253.4674787231029,Jay,Nixon,253.4674787231029
61.197165218284425,Tony,Hall,
41.49264584158212,Taylor,Smith,
70.49794435636787,Mark,Reynolds,
155.48545325374747,Marilyn,Christensen,155.48545325374747
185.45160104146026,Denise,Atkins,185.45160104146026
228.0025996700991,Melissa,Gonzales,228.0025996700991
229.66288757903408,Henry,Hoffman,229.66288757903408
59.527535181546405,Daisy,Davenport,
122.71316985988042,Christopher,Paul,122.71316985988042
148.20105162583087,Kevin,Craig,148.20105162583087
122.14404521392821,Natalie,Coleman,122.14404521392821
130.84356621069006,Jeremy,Strickland,130.84356621069006
162.61525338967425,Gary,Bonilla,162.61525338967425
236.59571642368752,Amanda,Richards,236.59571642368752
245.1757227990263,Heidi,Perez,245.1757227990263
174.69223455356223,Robert,Johnson,174.69223455356223
183.83632122355647,Gary,Mills,183.83632122355647
16.12083718443007,Chelsea,Caldwell,
223.2774175401916,John,Frye,223.2774175401916
220.4122321530476,Michael,Strong,220.4122321530476
85.7827975219131,Christopher,Delgado,
253.45561825480598,Whitney,Wallace,253.45561825480598
59.68320226018208,Rebecca,Martinez,
116.96346526147707,Marissa,Mccoy,116.96346526147707
38.99584409323927,Ricky,Kerr,
249.9213404326384,Anna,Campbell,249.9213404326384
73.38808728545419,Marie,Walters,
38.22288302142398,Robert,Martin,
162.28026194930808,Marc,Davis,162.28026194930808
159.37943283852357,James,Dixon,159.37943283852357
186.16024273670712,Vicki,Ramirez,186.16024273670712
161.2338436440011,Krista,Campbell,161.2338436440011
170.2123273334216,Lauren,Patterson,170.2123273334216
290.2581555729941,Megan,Clark,290.2581555729941
219.58882554041398,Judy,Zimmerman,219.58882554041398
210.78418587544644,Joseph Williams,MD,210.78418587544644
210.66028991914436,Lori,Acevedo,210.66028991914436
275.6331762919653,William,Taylor,275.6331762919653
248.98404166326145,Dawn,Snyder,248.98404166326145
80.68353707250292,Jennifer,Simmons,
163.80090017535008,Alyssa,Nunez,163.80090017535008
63.928004824648646,Robert,Black,
239.23966830924962,Julia,Young,239.23966830924962
227.25063517083808,Melinda,Barnes,227.25063517083808
154.13418355563863,Mr. Brett,Armstrong,154.13418355563863
246.0040721964782,Erik,Stevenson,246.0040721964782
34.80089307788611,Daniel,George,
197.70203950528594,Lindsey,Jones,197.70203950528594
227.42559145706585,Virginia,Lopez,227.42559145706585
92.88318048748691,Andrew,Brown,
264.83260935725133,Donna,Lowery,264.83260935725133
6.313985182948612,Alexis,Andrade,
47.74032516054749,Alyssa,Pierce,
38.26768696182315,Tara,Johnson,
162.05943217458181,Michael,Brady,162.05943217458181
51.92414008935029,James,Rhodes,
42.433333922056505,Pamela,Scott,
170.94982482253798,Martin,Ward,170.94982482253798
107.69157184330523,Kristina,Hernandez,107.69157184330523
87.1800419106335,Robert,Bush,
214.3895724880069,Rebecca,Larson,214.3895724880069
190.5200180237414,Brittany,Watson,190.5200180237414
249.7287912514065,Ryan,Ramirez,249.7287912514065
87.64996993182648,Edward,Burns,
31.738420344070374,John,Prince,
107.66259919776722,Ashley,Boyer,107.66259919776722
61.695454203113286,James,Dean,
268.2800093904237,Natalie,Gordon,268.2800093904237
136.20781301562315,Ryan,Smith,136.20781301562315
54.296397135686725,Stephen,Thompson,
96.25442517413536,William,Delgado,
124.92920800129251,Brian,Johnson,124.92920800129251
216.60564294988416,James,Patel,216.60564294988416
145.43424673621442,Allen,Rogers,145.43424673621442
277.6656815323848,Aimee,Reyes,277.6656815323848
255.2153532198499,Susan,Williams,255.2153532198499
108.6205221556892,Edward,Griffin,108.6205221556892
296.5003089408694,Debra,Baker,296.5003089408694
279.93711740258726,Yvette,Kramer,279.93711740258726
270.89722410924776,Alyssa Williams,DVM,270.89722410924776
173.02428331069592,John,Cunningham,173.02428331069592
86.51917139139056,Dana,Gilbert,
146.15155779396392,Stephen,Henry,146.15155779396392
137.9824935007853,Bradley,James,137.9824935007853
16.830030435585858,Melinda,Peters,
213.542398367175,Robert,Goodman,213.542398367175
195.96307990880481,Leslie,Moore,195.96307990880481
270.794728795214,Sarah,Gray,270.794728795214
258.5062772657286,Amy,Haynes,258.5062772657286
184.42515197173316,Gary,Dean,184.42515197173316
224.53614166006957,Jonathan,Duran,224.53614166006957
124.66944953610624,Elizabeth,Ruiz,124.66944953610624
196.35989586878728,Caitlin,Lewis,196.35989586878728
10.44317525383308,Micheal,Blackburn,
159.95197311799956,Sheryl,Mccarthy,159.95197311799956
150.91226788427025,Lisa,Smith,150.91226788427025
247.5606457184945,Jared,Juarez,247.5606457184945
217.3328584696009,Brett,Castro,217.3328584696009
175.30221837335125,Jessica,Murray,175.30221837335125
16.259139624906208,Austin,Coffey,
3.856762052262908,Shelly,Jacobs,
298.7423280960961,Elizabeth,Logan,298.7423280960961
128.08149674209776,Cody,Anderson,128.08149674209776
256.0528759915511,Kayla,Wood,256.0528759915511
157.96361688869047,Paul Singh,DDS,157.96361688869047
245.2433071605521,James,Mays,245.2433071605521
244.59149818432581,Thomas,Moore,244.59149818432581
299.60400695104124,Linda,Pacheco,299.60400695104124
66.323118079241,Jenny,Clark,
223.49659809806417,Patrick,Guzman,223.49659809806417
229.48733097035625,Mr. Scott,Peters,229.48733097035625
23.099272291969648,John,Stevenson,
154.68058259535485,Kristina,Brooks,154.68058259535485
63.38787526628624,Nancy,Aguilar,
132.73295362216254,Robert,Brown,132.73295362216254
255.95815772602117,Jessica,Williams,255.95815772602117
290.59448058900983,David,Brown,290.59448058900983
242.56453996893262,Dorothy,Munoz,242.56453996893262
76.09246622090241,Jason,Lawson,
167.96983139949685,James,Hall,167.96983139949685
46.081471226854134,Patricia,Carpenter,
64.36052626619745,Jeff,Cardenas,
19.189450361745703,Michelle,Johnson,
17.34021423630535,Frank,Madden,
291.42926528925824,George,Tanner,291.42926528925824
40.653285809712465,Dylan,Johnson,
282.4817646766954,Pamela,King,282.4817646766954
95.66568524752321,Jesse,Frazier,
103.22359133510466,Edward,Russell,103.22359133510466
183.09643604917144,Diana,Mcdonald,183.09643604917144
192.1441513938406,Randy,Dawson,192.1441513938406
286.16923356548403,Jasmine,Williams,286.16923356548403
124.21900702404787,Robert,Smith,124.21900702404787
183.9944858377276,Sara,Young,183.9944858377276
205.5899257425711,Samantha,Gonzalez,205.5899257425711
286.2681618777825,Christina,Torres,286.2681618777825
141.90762943777943,Maria,Bailey,141.90762943777943
94.22658656561113,Charles,Bartlett,
238.0161588972616,Natalie,Parker,238.0161588972616
48.883816775393846,Paula Hernandez,DDS,
14.947778964788506,Jessica,Jenkins,
223.07613087091502,Drew,Henson,223.07613087091502
17.980908989224538,Michael,Davis,
23.684656479342635,Ian,Ramos,
235.5824596008408,Anna,Wright,235.5824596008408
74.40865878276213,Ashley,Anderson,
298.1278772531823,Jennifer,Wright,298.1278772531823
67.72888615683607,Nicole,Lopez,
21.927614346193682,Tara,Ellis,
42.350030610505904,Hannah,Elliott,
116.36642424082113,Gavin,Rodriguez,116.36642424082113
291.59689013886367,Johnny,Jackson,291.59689013886367
147.06705563281525,Martin,Garrett,147.06705563281525
167.3609672632571,Terri,Hayes,167.3609672632571
260.84093566443414,Adam,Huang,260.84093566443414
104.41065354970587,Carolyn,Garner,104.41065354970587
130.22025105836542,Lisa,Lee,130.22025105836542
8.711600244270834,Rodney,Escobar,
144.54500628387981,Michael,Johnson,144.54500628387981
55.948228582619045,Michelle Carter,DVM,
81.54369829884075,John,Dunn,
297.8661824269755,Terry,Pierce,297.8661824269755
258.79109040656874,David,Buck,258.79109040656874
149.3096362559838,Jennifer,Newman,149.3096362559838
246.59341963671147,Cynthia,Lee,246.59341963671147
299.52523513204085,Sylvia,Clark,299.52523513204085
86.08285036113182,Joseph,Taylor,
37.421808702905686,Kathleen,Barton,
52.863409788803615,Michael Harris,Jr.,
172.1967218140958,Eric,Benson,172.1967218140958
44.51322087159383,Curtis,Butler,
51.04878874984286,Brittany,Le,
101.16179403008928,Jeremiah,Sims,101.16179403008928
290.4227547320138,David,Davis,290.4227547320138
181.48954787847828,Tiffany,Bond,181.48954787847828
61.60059464895199,Patricia,Chen,
181.76037492528042,William,Crawford,181.76037492528042
29.28680091733447,Christina,Roberts,
232.14413357176463,Jerome,Scott,232.14413357176463
272.08402755869633,Jeffery,Walker,272.08402755869633
212.17336316636133,Todd,Alvarez,212.17336316636133
223.9911857613067,John,Henry,223.9911857613067
156.36757784621398,James,Miles,156.36757784621398
31.19720611005966,Michael,Downs,
6.095911004942511,Kayla,Wheeler,
161.27522870857268,Charles,Martin,161.27522870857268
135.0423550134277,Harold,Bennett,135.0423550134277
200.39235279374984,Michael,Swanson,200.39235279374984
79.80353706580819,Janet,Mcdonald,
244.40641148419883,Brett,Willis,244.40641148419883
27.923228816289026,Jacob,Smith,
167.56885852232438,Alexa,Webb,167.56885852232438
40.12200003556118,Louis,Klein,
15.742386454841974,Tony,Yu,
121.07840957778886,Lisa,Goodman,121.07840957778886
36.97352301810157,Kimberly,Hernandez,
145.84183084692725,Phillip,Friedman,145.84183084692725
2.9003944865113707,Brian,Lam,
251.85102866093413,Kristin,Wilkins,251.85102866093413
188.8781109748352,Joshua,Lynch,188.8781109748352
276.65121566766607,Blake,Mclaughlin,276.65121566766607
10.004807042544053,Billy,Olsen,
179.61580863261688,Shawn,Brock,179.61580863261688
222.69520757018762,Danielle,Jones,222.69520757018762
60.129197330618936,Jim,Gomez,
178.745385306665,Sabrina,Henderson,178.745385306665
245.31840116263646,David,Pennington,245.31840116263646
137.01597097392576,Deborah,Williams,137.01597097392576
227.0047204438775,Stephanie,Bowman,227.0047204438775
176.45330226779308,Joseph,Frazier,176.45330226779308
249.86437596048543,Ryan,Mclaughlin,249.86437596048543
135.8550959490399,Tony,Hall,135.8550959490399
289.26536373047884,Timothy,Martin,289.26536373047884
261.8481216298636,John,Obrien,261.8481216298636
53.805895080716546,Barbara,Johnson,
139.8477827356658,Brandon,Marshall,139.8477827356658
11.555508726873619,Carrie,Miller,
261.6193407458776,Samantha,Dean,261.6193407458776
87.74932377728214,Jamie,Wilson,
236.6035296169167,Carlos,Acosta,236.6035296169167
228.74945775366402,Amy,Bennett,228.74945775366402
116.64359542890196,Dominique,Wells,116.64359542890196
237.5160782816234,Sarah,Bright,237.5160782816234
111.588339159014,Michael,Barton,111.588339159014
172.30626419058922,Rebecca,Anderson,172.30626419058922
31.41542457812729,Megan,Riggs,
44.11769930461343,Whitney,Andrews,
127.01351222588646,Catherine,Jones,127.01351222588646
236.21807628453686,William,Andrews,236.21807628453686
158.32395378421924,Kathleen,Edwards,158.32395378421924
220.4688874473468,Roger,Frost,220.4688874473468
255.8491608244896,Justin,Johnson,255.8491608244896
265.1702577469093,Valerie,Young,265.1702577469093
239.9469797167457,Samantha,Perez,239.9469797167457
72.15833790608175,Devin,Allen,
238.923872831042,Stephanie,Little,238.923872831042
27.507047501375407,Melanie,Miller,
2.4085263967615007,Erica,Beck,
168.3733620198095,Toni,Dunn,168.3733620198095
211.89758909785093,Eric,Dunn,211.89758909785093
169.3550529484765,David,Jackson,169.3550529484765
94.66629008484443,Melanie,Gates,
17.410619688845152,Heather,Pierce,
153.01461740284606,Jordan,Lewis,153.01461740284606
255.71498005316127,Michele,Johnson,255.71498005316127
249.4925261326123,Samantha,Ryan,249.4925261326123
201.99975182132732,Christopher,Hudson,201.99975182132732
106.59921636962805,Zachary,Williams,106.59921636962805
66.72879990563358,Donna,Davis,
237.77207484845368,Jordan,Erickson,237.77207484845368
88.74278260205863,Christopher,Nolan,
11.36458786951664,Evelyn,Hanna,
250.23147017326244,Jason,Johnson,250.23147017326244
224.71158493620567,Barbara,Caldwell,224.71158493620567
7.220543463717332,Ronald,Huff,
216.2305109177544,Holly,Norris,216.2305109177544
11.83791299212231,Derrick,Carter,
285.85081685801464,Kenneth,Golden,285.85081685801464
70.08655794960943,Grace,Edwards,
57.71259735761633,Jonathan,Rios,
265.5941732067287,Mackenzie,Miller,265.5941732067287
138.85598565124394,Tammy,Taylor,138.85598565124394
207.3305605938199,Reginald,King,207.3305605938199
130.55916118107768,Matthew,Fletcher,130.55916118107768
177.7124355174749,Elizabeth,Jordan,177.7124355174749
45.119029856503964,Sally,Santiago,
12.89573537802535,James,Johnson,
242.84373861087548,Jason,Saunders,242.84373861087548
4.624370640925467,Carol,Hernandez,
291.5212704079463,Kendra,Dawson,291.5212704079463
58.426980920539066,James Hess,DDS,
25.51886601981377,Michael,Stokes,
147.69037912960326,Jeffrey,Martinez,147.69037912960326
102.98742822649712,Joseph,Bell,102.98742822649712
140.71938904528912,Pamela,Black,140.71938904528912
100.47110113613778,Robert,Jordan,100.47110113613778
263.55118987726985,Kathy,Baker,263.55118987726985
115.36283162955256,Brian,Bailey,115.36283162955256
190.28579374160572,Mitchell,Clark,190.28579374160572
168.73442688547874,Kelly,Mcintyre,168.73442688547874
260.58212587920184,Susan,Ali,260.58212587920184
205.04242220781632,Latoya,Gonzales,205.04242220781632
251.539316319889,Olivia,Mayo,251.539316319889
221.03202138452298,Thomas,Anderson,221.03202138452298
182.39385071230012,Todd,Jennings,182.39385071230012
22.257608409298733,Paul,Dixon,
130.67875588932563,Julie,Torres,130.67875588932563
202.2296492290249,James,Miller,202.2296492290249
80.73869921597671,John,Howard,
134.0405496881655,Anne,Savage,134.0405496881655
226.89171341378025,Richard,Wilson,226.89171341378025
187.57778241442608,Mrs. Amber,Esparza,187.57778241442608
99.18946135003685,Todd,Armstrong,
118.45568241597084,Aaron,Richardson,118.45568241597084
234.13823678421608,Gregory,Pollard,234.13823678421608
225.7678306996113,Jon,Butler,225.7678306996113
116.62292125423895,Chelsea,Madden,116.62292125423895
234.08371029510874,Misty,Ramos,234.08371029510874
233.787281049746,Ryan,Murphy,233.787281049746
259.1615162765921,Brittany,Sandoval,259.1615162765921
132.58437240299426,Rose,Stanton,132.58437240299426
287.00923925595333,Kristen,Banks,287.00923925595333
140.31256621233698,Julia,Stokes,140.31256621233698
186.00436502324533,Paul,Phillips,186.00436502324533
128.40386518196294,Amber,Thompson,128.40386518196294
278.473291964056,Mrs. Valerie,Norton,278.473291964056
228.1780448898553,Adam,Parker,228.1780448898553
201.9577223353297,Jennifer,Gonzales,201.9577223353297
260.0860740173851,Jacqueline,Hernandez,260.0860740173851
276.89516612622714,Cory,Walker,276.89516612622714
220.52021451384124,Jennifer,Miller,220.52021451384124
270.36049048550393,Dawn,Bond,270.36049048550393
247.69265516103917,Tara,Daniel,247.69265516103917
136.49071518145252,Rebecca Thompson,DDS,136.49071518145252
260.12170484497557,Victor,Serrano,260.12170484497557
55.22085800485901,Elizabeth,Bell,
122.62926728564432,Julie,Coleman,122.62926728564432
8.634621796854812,Jennifer,Brown,
266.6472362546583,Jessica,Moore,266.6472362546583
160.94015313784897,John,Ramirez,160.94015313784897
271.12217722839864,Becky,Hall,271.12217722839864
295.8039900377232,Christine,Smith,295.8039900377232
146.23292338725545,Christopher,Osborne,146.23292338725545
7.9995866384977905,Jacob,Hernandez,
128.51339666805433,Jennifer,Rogers,128.51339666805433
19.649487618537346,Tammy,Young,
56.048296930301454,James,Lewis,
74.11487319875806,Charles,Stanley,
85.95341522492949,Christina,Garcia,
74.29698857378717,Heather,Davis,
228.8808043512349,Ashley,Fuentes,228.8808043512349
2.668016258096362,Jorge,Brown,
205.52585988186212,Sierra Park,MD,205.52585988186212
272.99470158623666,Todd,Miller,272.99470158623666
71.25953585246125,Jeffrey,Sanchez,
99.98305120088001,Crystal,Luna,
60.751520927298344,Devin,Flores,
123.53568538000376,Bianca,Martin,123.53568538000376
26.677380866929536,Danielle,Snyder,
265.06902448522567,Edward,Carney,265.06902448522567
268.752925861362,Joseph,Grimes,268.752925861362
164.80773702815446,April,Fowler,164.80773702815446
145.09960835055549,Michelle,Mccoy,145.09960835055549
21.306179609801763,Alicia Stone,MD,
215.17326238525646,Micheal,Lloyd,215.17326238525646
148.916744913034,Richard,Ortiz,148.916744913034
44.61653265448528,Jasmine,Reyes,
114.40259462412024,Tony,Smith,114.40259462412024
198.30583597821942,Mary,Melton,198.30583597821942
146.0813867091926,William,Griffin,146.0813867091926
58.25361228345861,Scott,Vargas,
